# Live Blink Supabase applied migration manifest captured 2026-09-07
# Format: version<TAB>name
# This records applied history names/versions only. It does not copy potentially sensitive historical SQL bodies.
20260724085231	20260724_blink_engagement_schema
20260727005041	20260727_security_hardening
20260801144940	create_profiles_table
20260806072131	add_story_media_and_fix_post_policies
20260806072423	revoke_claim_daily_reward_execute
20260808154331	add_academic_level_to_profiles
20260808160014	add_campus_hostel_location_to_profiles
20260808160642	sync_blink_app_schema
20260808160702	sync_blink_app_schema_retry
20260808161437	create_profile_posts_and_fix_profiles_defaults
20260809104429	drop_futa_faculty_constraint
20260809105733	create_feed_posts_view
20260809105903	fix_follows_unsafe_user_metadata_policies
20260810231056	fix_feed_posts_profiles_disambiguation
20260825181322	20260825_blink_app_full_compatibility.sql
20260825181340	20260825_fix_security_advisor_findings.sql
20260825181922	20260825_fix_profiles_posts_and_audit.sql
20260825181935	20260825_fix_remaining_audit_warnings.sql
20260825181951	20260825_fix_profiles_function_search_path.sql
20260827212652	20260827_fix_messages_profile_feed_leaderboard
20260827213407	20260827_add_entity_id_to_notifications
20260827213501	20260827_add_message_to_notification_enum
20260827213518	20260827_fix_conversations_for_send_message
20260831143001	fix_rls_security_policies
20260831173429	20260831150001_fix_messaging_system.sql
20260831173533	20260831150002_post_interactions.sql
20260831173707	20260831150003_polls_stories_connections.sql
20260831173803	20260831150004_roommates_circles_marketplace.sql
20260831173843	20260831150005_skills_games_verification.sql
20260831173928	20260831150006_fix_post_views_follows_rpc.sql
20260831174629	20260831160001_revoke_anon_access
20260831174644	20260831160002_fix_security_definer_view
20260831174701	20260831160003_storage_buckets_and_policies
20260831174711	20260831160004_enable_realtime
20260831174824	20260831160005_database_tests
20260831174847	20260831160005_database_tests
20260831174914	20260831160005_database_tests
20260831174933	20260831160006_fix_conversation_participants_recursion
20260831200035	harden_auth_profile_bootstrap
20260831201627	blinkng_backend_hardening_v2
20260831223742	add_post_ads_and_media_indexes
20260831224304	index_post_ads_foreign_keys
20260831224445	add_sponsored_post_fields
20260831225108	fix_messages_notifications_views_follows_performance
20260831225739	fix_notification_payloads
20260831230426	real_interaction_points_leaderboard_v2
20260831230438	award_points_for_saves_and_shares
20260831230725	ensure_message_interaction_points
20260831231236	notification_push_and_point_consistency
20260831233016	harden_authenticated_message_rpc
20260831233850	fix_follow_state_and_counters
20260831234043	fix_follow_connect_state_and_counts
20260831234723	secure_points_rpc_and_fcm_indexes
20260831234751	secure_leaderboard_view_and_points
20260901102947	20260901010000_fix_post_media_view_weights
20260901103036	20260901011000_lock_post_view_rpc
20260901103254	fix_send_message_rpc_and_conversation_creation
20260901135812	harden_rpc_permissions_and_rls_performance
20260901135827	lock_down_public_security_definer_rpcs
20260901141021	tighten_security_definer_public_execute
20260901142049	lock_down_internal_trigger_rpcs
20260901144834	harden_relationships_and_post_media
20260901145220	ensure_auth_profiles_and_integrity
20260903103121	restore_live_leaderboard_and_status_maintenance
20260903103150	fix_live_leaderboard_snapshot_identity
20260903105823	live_app_reliability_and_discovery
20260903115821	deep_audit_security_runtime_fixes
20260903120107	fix_game_leaderboard_live_stats
20260903120726	secure_marketplace_seller_activation
20260903131526	fix_feed_post_rls_owner_delete
20260903132744	harden_feed_media_normalization
20260903134421	enforce_feed_content_and_reel_ownership_rules
20260903134451	deep_audit_remaining_security_and_profile_fixes
20260903135329	keep_activities_rpc_only
20260903142203	fix_social_auth_messages_onboarding
20260903143301	add_complete_profile_onboarding_rpc
20260903200550	connect_hub_identity_game_foundations
20260903201436	harden_connect_hub_request_and_challenge_transitions
20260903201932	ensure_single_active_roommate_profile_per_user
20260903202051	optimize_and_harden_roommate_connect_policies
20260903210829	professional_pagination_messages_and_connect_inbox
20260903211944	professional_housing_agent_applications
20260903212521	professional_safety_settings_market_groups
20260903222221	harden_account_deletion_and_sessions
20260903222307	premium_connect_hub
20260903222415	harden_profile_identity_access
20260903223248	server_side_scheduled_feed_posts
20260903223511	finalize_premium_connect_hub
20260903223542	professional_study_circle_flows
20260904061055	study_circle_owner_request_inbox
20260904061727	filter_feed_page_by_author
20260904140303	personalized_discovery_ranking_engine_v1
20260904140525	harden_recommendation_event_rpc
20260904184835	weighted_repeat_post_views
20260904212752	register_my_fcm_token
20260904223157	profile_daily_streak_and_private_blink_coin
20260904223308	harden_daily_streak_invoker
20260904223427	guard_public_daily_streak
20260904230523	weighted_decay_discovery_feed_v1
20260904230901	harden_weighted_decay_discovery_visibility
20260904231820	remove_elite_verification_tier
20260904232807	connect_android_feed_to_weighted_ranking
20260905092828	reposts_and_game_ranking_core
20260905092921	repost_distribution_feed
20260905095340	profile_view_activity_notifications
20260905101527	personalize_discovery_feed_per_viewer
20260905105850	fix_message_rpc_overload_and_permissions
20260905132125	authenticated_follow_state_reader
20260905132135	presence_heartbeat_columns
20260905132217	presence_lease_reconciliation
20260905132855	upgrade_fcm_device_registration
20260905155730	unify_feed_reel_ranking_and_qualified_views
20260905160845	fix_comments_and_message_receipts
20260905163644	enforce_30_second_post_reel_views
20260905170216	complete_comment_threads
20260905170604	harden_comment_advisor_findings
20260905184505	persistent_chat_history_restore_pagination
20260905190402	chat_message_interactions
20260905190558	chat_message_edit_marker
20260905191224	chat_message_interaction_indexes
20260905203546	atomic_repeated_content_views
20260905204928	restore_weighted_content_views_1_3_6
20260905231905	harden_chat_persistence_and_prevent_cascade_deletes
20260905232158	harden_message_operation_policies
20260905232451	lock_shared_chat_rows_against_truncate_and_membership_delete
20260906134609	harden_content_view_caps_and_integrity
20260906194844	reliable_message_send_and_delivery_reconciliation
20260906195520	lock_reliable_message_rpcs_to_authenticated
20260906223456	fix_conversation_summary_rls_visibility
20260906224030	message_push_dispatch_dedup
20260906224117	instant_message_push_server_dispatch
20260906224435	harden_message_push_dispatch
20260907094104	feed_reels_profile_interactions
20260907100151	unread_message_notification_recovery
20260907103925	scheduled_posts_poll_repost_message_hardening
20260907110634	public_web_content_views
20260907111417	public_web_read_api
20260907111745	tighten_public_web_rpc_grants
20260907112155	public_web_profile_identifier_compat
20260907124605	admin_control_center
20260907124912	admin_control_center_indexes
20260907125620	admin_ads_follow_discovery_ranking
20260907130224	optimize_post_like_updates
20260907130317	optimize_post_like_rls
20260907131502	admin_200_feature_foundation
20260907131734	admin_200_feature_controls
20260907131916	admin_200_notification_campaigns
20260907132716	admin_200_feature_executor
20260907132824	fix_admin_executor_record_alias_v2
20260907145150	admin_pro_dashboard_700_features
20260907145827	admin_pro_dashboard_v2_metadata_fix
20260907150528	admin_pro_dashboard_v3_navigation_and_universities
20260907150651	admin_pro_dashboard_v3_700_routes
20260907152743	connect_vertical_professional_directory
20260907153111	admin_announcement_topic_subtopic_detail
20260907153504	restrict_coin_and_verification_privileges_to_owner
20260907153605	mark_gold_verification_tools_owner_only
20260907153823	restrict_admin_message_detail_rpc
20260907154414	connect_match_spin_with_blink_coins
20260907160644	native_voice_video_calls
20260907160901	admin_hourly_coin_cap_and_confirm_all_mutations
20260907170504	game_professional_overhaul
20260907170651	blink_store_vip_core
20260907170714	game_round_reliability_fix
20260907170719	blink_boost_discovery_ranking
20260907170735	game_performance_indexes
20260907172332	blink_digital_gifts_and_vip_lookup
20260907173819	harden_blink_store_rpc_execute
20260907173943	optimize_blink_store_rls_and_indexes
20260907175503	cleanup_interrupted_schema_export
